,Progress,Finished,Q25,Q25_4_TEXT,Memberships ,Are You ,Q30,Q30_16_TEXT,Indy,public email,public email at work,Memberships ,Q26,Someoneelse ,Signin2 ,Signin2 _3_TEXT,Q32,Added,Admin ,Access,Instructions,Lost Envelopes,Wrong Inbox,Prefer 
IPC,91,False,company email (eg. me@company.com),,Not Sure,Yes,Construction,,No,No,,,,,,,,No,No,No,No,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Accounting and Tax,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,2-3,Work,Not Sure,Work,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,Yes,Other (please specify):,service,No,No,,,,,,,,Not Sure,Not Sure,No,No,Not Sure,Not sure,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,Other (please specify):,Electricity Distribution,No,No,,,,,,,,No,No,No,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,Other (please specify):,Internet,No,No,,,,,,,,No,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Construction,,No,No,,,,,,,,,,,No,No,Not sure,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,Construction,,"Yes, I work independently",No,,11-15,Work,No,Work,,,No,No,No,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,No,Government,,No,No,,1,Work,Not Sure,I do not send DocuSign envelopes,,,,,,No,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,No,Yes,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,Other (please specify):,Pharmaceutical production,No,No,,2-3,Work,No,Work,,,No,No,No,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,Not Sure,Not sure,No opinion
IPC,78,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,Yes,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,oil&gas,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,Other (please specify):,Mining,No,No,,1,Work,No,Work,,,No,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,35,False,"company email (eg. me@company.com),public email (eg. me@gmail.com),multiple emails (how many different email addresses do you use?)",,Yes,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,1,Work,No,Work,,,No,No,Yes,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Accounting and Tax,,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,O & G/Energy Sector,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,78,False,company email (eg. me@company.com),,No,No,Other (please specify):,Automtive,No,No,,,,,,,,,,,No,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,FMCG,"Yes, I work independently",No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Automotive,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,Yes,No,Not sure,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Legal Services,,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,Yes,No,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Accounting and Tax,,No,No,,,,,,,,,,,No,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,Yes,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,Yes,Non-Profit,,No,No,,,,,,,,No,Not Sure,No,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,1,Work,No,Work,,,,,,Yes,No,No,No opinion
IPC,78,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,,,
IPC,91,False,company email (eg. me@company.com),,Yes,No,Other (please specify):,Quality Assurance,No,No,,2-3,Work,No,Work,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,78,False,company email (eg. me@company.com),,No,No,Non-Profit,,No,No,,,,,,,,,,,No,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Mortgage,,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Retail,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,Yes,No,Other (please specify):,sourcing - communication antenna ,No,No,,4-5,Work,No,Work,,,,,,No,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,61,False,company email (eg. me@company.com),,No,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,74,False,company email (eg. me@company.com),,No,No,Other (please specify):,Automotive,"Yes, I own my own business",No,,,,,,,,,,,,,,
IPC,100,True,multiple emails (how many different email addresses do you use?),2,No,No,Other (please specify):,EHS & Transportation,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,Yes,No,,,,,,,,,,Yes,Yes,Yes,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,Accounting and Tax,,No,No,,,,,,,,No,Yes,,No,Not Sure,Yes,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,multiple emails (how many different email addresses do you use?),tmohansingh@girlscouts.org,No,No,Non-Profit,,No,No,,,,,,,,,,,Yes,Not Sure,No,No opinion
IPC,61,False,company email (eg. me@company.com),,No,Yes,Government,,No,No,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,Not Sure,Yes,Other (please specify):,Education in Tech,No,No,,,,,,,,Yes,No,No,Yes,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,16-25,Work,No,Work,,,No,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,No,Technology,,No,No,,1,Work,Not Sure,Work,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,"Yes, I work independently",No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,Yes,Yes,Government,,No,No,,16-25,I use separate emails for work and personal DocuSign accounts,Not Sure,Work,,,Yes,Yes,,Yes,Yes,Yes,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,Other (please specify):,Food processing ,No,No,,,,,,,,No,No,No,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,No,Other (please specify):,Event Planning,No,No,,2-3,Work,No,Work,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,No,Yes,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,Yes,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,No,Not Sure,No,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Other (please specify):,transportation,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Recycling ,No,No,,,,,,,,,,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,multiple emails (how many different email addresses do you use?),2,No,Yes,Other (please specify):,education,No,No,,,,,,,,No,Yes,,Yes,Yes,Not sure,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,1,Work,No,Work,,,No,No,No,No,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,Technology,,No,No,,,,,,,,Yes,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,74,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Communication & Media,,No,No,,,,,,,,,,,No,Not Sure,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,Other (please specify):,Maritime,No,No,,,,,,,,No,No,Yes,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",2,No,No,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,Legal Services,,No,No,,,,,,,,No,No,No,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Transportation Logistics,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,No,No,No,No,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Staffing,No,No,,,,,,,,,,,Yes,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Other (please specify):,Pharmaceutical Research,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Other (please specify):,UN ,No,No,,,,,,,,,,,No,Not Sure,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,2-3,I use separate emails for work and personal DocuSign accounts,No,Work,,,,,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Non-Profit,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,multiple emails (how many different email addresses do you use?),2,Yes,No,Higher Education,,No,No,,2-3,Work,No,Work,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,78,False,company email (eg. me@company.com),,Yes,No,Government,,No,No,,2-3,Work,No,I do not send DocuSign envelopes,,,,,,No,,,
IPC,91,False,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,Government,,No,No,,1,Work,No,Work,,,No,No,No,Yes,Yes,Yes,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Higher Education,,No,Yes,No,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,Construction,,No,No,,,,,,,,No,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Communication & Media,,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,Yes,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Non-Profit,,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,Other (please specify):,travel,No,No,,2-3,Work,Yes,Work,,,Yes,Yes,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,No,No,Not Sure,No,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,78,False,company email (eg. me@company.com),,No,No,Construction,,No,No,,,,,,,,,,,No,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,100,True,company email (eg. me@company.com),,Not Sure,Yes,Legal Services,,No,No,,,,,,,,No,Not Sure,Not Sure,Yes,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,78,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,,,
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Higher Education,,No,No,,,,,,,,,,,Yes,Not Sure,Not sure,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,No,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Accounting and Tax,,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Non-Profit,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,No,,2-3,Work,No,I do not send DocuSign envelopes,,,Yes,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,100,True,company email (eg. me@company.com),,Yes,No,Other (please specify):,corrections ,No,No,,1,Work,No,Work,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,"Yes, I work independently",No,,,,,,,,,,,No,Not Sure,Yes,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Construction,,No,No,,,,,,,,,,,Yes,Not Sure,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,"Yes, I work independently",No,,6-10,Work,No,Work,,,Yes,Yes,,Yes,Not Sure,Yes,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,No,Yes,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,No opinion
IPC,100,True,company email (eg. me@company.com),,No,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,Not Sure,Yes,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,Not Sure,No,Non-Profit,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,100,True,company email (eg. me@company.com),,Yes,No,Government,,No,No,,2-3,Work,No,Work,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Construction,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,35,False,company email (eg. me@company.com),,Yes,Yes,Legal Services,,No,No,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,No opinion
IPC,78,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,"Yes, I work independently",No,,,,,,,,,,,No,,,
IPC,91,False,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",5,Yes,Yes,Higher Education,,No,No,,1,I don't know what a default DocuSign account is,No,Work,,,Not Sure,Not Sure,Yes,No,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,Not Sure,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,100,True,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,Yes,No,,,,,,,,,,No,Not Sure,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,Other (please specify):,Oil & Gas,"Yes, I own my own business",Yes,No,,,,,,,Yes,No,No,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,No,Higher Education,,No,No,,2-3,Work,Yes,Work,,,,,,Yes,Yes,No,No opinion
IPC,74,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,,,,
IPC,100,True,multiple emails (how many different email addresses do you use?),2,Yes,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,2-3,Work,Not Sure,Work,,,,,,No,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,Yes,Government,,No,No,,,,,,,,Not Sure,Not Sure,No,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,Government,,No,No,,,,,,,,No,Yes,,Yes,Yes,No,No opinion
IPC,78,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,,,
IPC,78,False,company email (eg. me@company.com),,Yes,No,Other (please specify):,Forwarding ,No,No,,1,Work,No,Work,,,,,,No,,,
IPC,61,False,company email (eg. me@company.com),,No,Yes,Higher Education,,No,No,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,Yes,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Real Estate (Agents, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,Retail,,No,No,,,,,,,,No,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
